Order Date,Purchase Order,Customer ID,Customer Location,Order Req Amt (Ton),Fullfilled By ID,Fullfilled By Location,Supplied Amt (Ton),Cost Of Delivery ($)
2019-07-15 05:10:18.954592,0d4fa42b-376c-4019-a3a6-a76009ab95e3,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,71,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,71,568
2019-06-15 02:53:18.955092,bbb5a2fe-fde1-43c8-b8bc-b881cedc9f6a,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,272,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,272,3264
2019-06-15 05:29:18.955092,0ce77eac-fa38-4cfd-af55-f51637172306,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,72,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,72,576
2019-06-15 05:57:18.955092,509a136d-684d-413d-8e78-b23b61d87bf8,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,295,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,195,1365
2019-05-15 16:14:18.955593,dda3be20-68a9-4119-967d-52b5fbfd3e9a,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,108,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,108,864
2019-05-15 18:41:18.955593,f288efdf-c78a-47f0-89da-99e7125582cf,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,160,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,160,640
2019-05-16 05:36:18.955593,fada2456-d5b4-40f7-963f-60b0d3aba72c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,342,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,149,1639
2019-04-15 12:01:18.956091,068d254b-16d2-4c46-8fd9-fa71d72a1207,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,182,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,182,1092
2019-04-15 20:56:18.956091,bb2c78b4-26a4-4064-bb8d-b6fb55bafaa1,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,320,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,156,1716
2019-04-16 04:26:18.956091,b299ed21-f77b-44cc-bb17-5e564530fb1c,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,146,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,142,710
2019-03-16 07:12:18.956591,4b036ed4-b2d1-4a41-81c7-7751ec8104f9,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,121,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,121,1331
2019-03-17 02:57:18.956591,6c7439eb-e86f-4763-a79a-eef2b8392e68,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,280,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,280,3360
2019-03-17 04:16:18.956591,fadcd83f-f27e-4467-b986-3233de0714c7,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,239,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,118,708
2019-02-14 09:17:18.969248,e9525721-95ad-4d27-9029-a1cadc52aa2e,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,119,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,119,952
2019-02-14 22:40:18.969248,d2026536-b017-4e66-91a3-ce05202fedb8,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,263,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,263,3156
2019-02-14 22:42:18.969248,c9ca92ed-a32e-46db-a6ef-60fe0cd7c0db,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,204,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,204,1428
2019-01-15 22:04:18.969746,6bcb24df-241f-4313-a986-1e88fc2c2319,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,144,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,144,576
2019-01-16 01:08:18.969746,492a8270-b3c5-4573-8577-52be2407e7b9,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,118,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,118,944
2019-01-16 05:58:18.969746,9a141bde-9a8f-4ca6-b446-853a7e275dcd,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,314,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,143,1573
2018-12-16 14:44:18.970747,b73ba9aa-19e3-4b42-86bf-802564e56484,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,195,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,158,632
2018-12-16 18:36:18.970747,93ff2f23-8095-4bab-a524-3f4c73a97cb9,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,152,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,116,1276
2018-12-17 05:08:18.970747,bef2b093-c9db-4113-9049-2ccf81f3d7bc,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,135,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,97,776
2018-11-16 10:09:18.971246,799fca2b-f73d-4fb2-a647-5e6829182a75,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,334,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,334,4008
2018-11-17 01:10:18.971246,1c11805f-a6ac-4b51-8e62-15dd96dd570b,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,110,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,110,880
2018-11-17 02:39:18.971246,94be7994-b063-4f15-a045-34eb5b7e889a,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,232,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,208,1456
2018-10-17 14:36:18.971746,1cd11ea2-11f1-4dd2-9c58-795354d5e5f9,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,141,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,141,846
2018-10-17 17:20:18.971746,4446739b-9a4f-4fe3-b5d4-51d2b780bf44,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,67,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,67,536
2018-10-17 23:30:18.971746,1d3a2166-ece9-4448-9ba0-cfcc595c7b24,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,186,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,186,2232
2018-09-17 08:36:18.972246,20ef6e3f-c003-4b42-a5b5-63672a7b44f8,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,216,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,209,1463
2018-09-18 02:24:18.972246,5864ea6d-b64b-4e93-9085-92ac9168814c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,260,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,184,2208
2018-09-18 03:16:18.972246,19dfbfc4-2ed8-48f8-8fa7-635fcf8dd825,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,108,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,108,864
2018-08-18 18:47:18.984793,cca5e600-7f6a-4bd9-86fa-678889ad302c,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,264,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,216,864
2018-08-19 05:07:18.984793,010191a9-961b-49fe-8a25-18b37a73a5aa,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,96,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,96,768
2018-08-19 05:55:18.984793,431a8c7d-4af1-4b85-885b-4b4d953ef29b,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,367,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,169,1859
2018-07-19 16:16:18.985295,2bd97f3f-2189-4c14-907a-0a0522bb08db,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,278,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,278,1112
2018-07-20 01:09:18.985295,9700d9a2-539f-4716-8867-682d4f33146f,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,66,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,66,528
2018-07-20 02:40:18.985295,def11284-0fb1-45df-a163-c0a7ff3fbe65,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,359,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,148,1628
2018-06-19 06:53:18.985793,9f397798-e130-499b-aedb-6c3b1feb6aa2,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,282,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,271,1084
2018-06-19 23:18:18.985793,b92c5ed5-d2d7-4051-9bd1-b4d856160b6d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,72,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,72,576
2018-06-20 05:34:18.985793,e85333c9-289a-48c9-aeb2-482a4a3d3023,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,241,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,241,2651
2018-05-20 12:09:18.986793,9dc2457b-d9b6-4727-a058-13b83569f43d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,135,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,135,1080
2018-05-21 05:36:18.986793,c109d4c1-ef52-4f09-ba7c-2a812b251d1b,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,277,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,264,1056
2018-05-21 05:36:18.986793,5c224456-ccef-4a57-8a06-c98ba30488a6,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,294,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,153,1683
2018-04-20 10:36:18.987293,5f616339-3000-41f8-b7ce-9c82b7613559,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,226,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,147,588
2018-04-20 18:16:18.987293,e4e35642-c02d-4526-9ba2-996315159b9c,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,100,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,100,800
2018-04-21 01:33:18.987293,1807b40d-6760-4a37-b0e4-a90fc07e89c9,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,401,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,88,968
2018-03-21 23:44:18.987794,188a93ef-8d44-4174-9535-1635824b14cc,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,68,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,68,544
2018-03-22 01:43:18.987794,dee675d2-384d-4f96-8a5d-fd5b39427a80,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,260,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,235,940
2018-03-22 02:27:18.987794,fd5db53a-53e1-4ef3-bba8-81cd5a5b9517,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,243,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,149,1639
2018-02-19 21:12:18.999797,8c707cd5-4e3c-4df5-9031-25d7fe989396,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,61,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,61,488
2018-02-20 03:34:18.999797,e6a72b91-afad-4154-be13-abd224b6eadf,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,275,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,177,1239
2018-02-20 03:54:18.999797,0746af48-236e-4388-9e42-1e2506a3d0da,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,221,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,141,1692
2018-01-20 06:59:19.000793,0ee89308-9687-4da7-a0ac-6e0397399bd2,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,258,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,214,1498
2018-01-20 16:28:19.000793,24f6f68b-d037-4af2-9a40-63abba3717fa,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,120,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,120,960
2018-01-21 00:57:19.000793,beee2f05-c050-4268-a09f-50ffd6c054da,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,408,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,173,2076
2017-12-21 20:03:19.001294,955ffe89-eeb0-4e94-b37d-49a94b57f43d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,104,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,104,832
2017-12-21 21:23:19.001294,8471612c-9caa-4d0b-9d19-ff28497e9c13,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,125,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,125,875
2017-12-22 05:50:19.001294,d8ea5bc7-e48e-47b1-9405-842410dea201,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,425,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,351,4212
2017-11-22 02:47:19.002294,5b642907-941d-4fc2-b109-2db4085c777b,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,236,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,236,944
2017-11-22 03:34:19.002294,300ba8e0-5d73-400b-9338-6284a305ba90,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,126,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,126,1008
2017-11-22 04:19:19.002294,a35324d3-9cbb-4ca8-8569-d7bd74b74c19,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,376,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,173,2076
2017-10-22 13:47:19.002794,7fc0b76f-494a-4ea2-896b-765f274d86bd,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,208,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,163,1630
2017-10-22 23:21:19.002794,c595a3b0-a55a-411d-bac9-dcb936bdbab7,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,234,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,146,584
2017-10-23 00:59:19.002794,086cad51-5e5a-4391-b404-2db249b52411,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,124,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,104,1144
2017-09-23 01:54:19.003293,fff636f6-850c-44c5-8028-452a534c3333,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,164,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,164,1804
2017-09-23 03:13:19.003293,9b790adc-691d-4034-b5c1-3adeb1748fce,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,105,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,105,630
2017-09-23 03:47:19.003293,fca7a730-2279-4c5f-b5d5-565263c34790,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,52,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,52,260
2017-08-23 07:28:19.015295,2943f076-6321-4fd4-a06d-79223b527779,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,259,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,186,744
2017-08-24 05:34:19.015295,941729dc-09da-42c4-ae70-e8618ed93b03,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,308,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,167,1837
2017-08-24 06:02:19.015295,2004ab09-a62b-4e78-80c3-a895acd190d2,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,52,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,52,416
2017-07-24 09:40:19.015795,04d66120-14c4-4233-a9aa-5c90ede2ae25,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,121,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,121,1331
2017-07-25 03:13:19.015795,58b3a0c7-838a-4473-b910-bb682e3d291e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,426,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,321,3852
2017-07-25 04:17:19.015795,601b7911-40f5-4864-ad98-205065b5c734,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,154,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,118,708
2017-06-24 22:56:19.016294,613fdae6-ea2b-48a6-924f-99d5a3bc01c4,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,116,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,116,696
2017-06-24 23:11:19.016294,c90fdb0b-0722-4499-9f6e-0c55df97a753,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,84,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,84,924
2017-06-25 03:30:19.016294,9c0f1f0d-07f4-43b7-9fa1-d96b285d8154,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,235,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,229,2748
2017-05-25 23:49:19.017293,27274f6e-18df-4a01-9ab9-948b2708047e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,333,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,218,2398
2017-05-26 05:06:19.017293,c190815d-e225-40ac-8d4a-ab6d62a79d69,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,86,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,86,688
2017-05-26 05:51:19.017293,493d9f27-3753-4b16-8bf3-629d57e71335,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,131,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,131,524
2017-04-25 12:12:19.017793,1893e106-bf71-4374-b70a-23370336f142,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,124,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,124,992
2017-04-25 15:53:19.017793,18487038-b8a9-424e-9096-35807fb8ef57,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,136,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,136,952
2017-04-26 02:54:19.017793,f34be0a5-2364-4945-a3d0-027f6e34f2ee,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,197,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,197,2364
2017-03-26 18:10:19.018295,2c713247-b860-40e8-9832-04789ad61a7c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,349,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,179,2148
2017-03-27 04:54:19.018295,056cb0d9-599d-4492-ae44-a2ca70f54b6d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,132,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,132,1452
2017-03-27 06:00:19.018295,f577ed6e-d6ff-4ace-9133-15adc6e0eaa5,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,111,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,97,582
